,tweet
8729,#MBTA #GreenLine - Park Street: Please board all westbound trains on Track 1 (wall track) from 9:00 PM until end of service on Sundays - Thursdays through September 26. This allows for wayfinding and station brightening work. Learn more at http://mbta.com/BuildingABetterT
8730,"Hi, at which stop and direction are you waiting for the 87?"
8731,"Our new fleet of Orange, Red and Type 9 Green Line cars will. Older cars do not."
8732,"We can't adjust the volume, but we're looking into changing the frequency."
8733,"Good eye. We also slipped and forgot to add ""when"" between ""frequent"" & ""they're."""
8734,"They don't. However, there is an active ""Courtesy Counts"" campaign across the system. Advertisements can be seen on subway cars and buses."
8735,"The tone that plays is to assist visually impaired passengers locate doors. The chime becomes more frequent they're about to close. While the frequency of the beeping may change, the feature itself is most likely going to stay."
8736,"Hi, Garrett. The 62 is experiencing severe delays because of traffic. https://www.mbta.com/schedules/62/alerts"
8737,"Today we welcomed the second brand-new Orange Line train to the fleet! It joins the first train, which went into service last month. In the coming weeks and months, more cars will be joining regular service. Learn more: http://ow.ly/xgR550wgJI6 #BuildingABetterT"
8738,"While we don't know why, we sent it to bus supervisors to find out. A 73 should have passed Sparks St a moment ago with another one approaching in a couple of minutes."
8739,"Sorry about this. At what station, direction and time did this occur. We want to investigate this further."
8740,Please contact our Customer Service team at 617-222-3200 for support with the above. Thank you.
8741,Hi there - we responded to Joe 4 minutes after his message and dispatched personnel to the train he was on immediately after.
8742,Hi Joe - we checked in with the Blue Line. We're going to send an official to car 0716 now.
8743,We see the next SL1 arriving South Station in about 5 minutes
8744,"Hi Bruce, this happens because of signal problems caused by the June derailment. Trains need permission to proceed and sometimes bunch up. We hop to have this resolved real soon."
8745,Regularly scheduled service has resumed
8746,Mattapan Trolley experiencing delays of 15 minutes caused by a train with a mechanical problem at Cedar Grove
8747,Sorry about that. At which station did this happen?
8748,"Thank you, we'll send it off to our track team."
8749,"Hi, Allison. At what station and direction did you observe this?"
8750,Good Morning Lance. Can you please tell us at which station you are trying to use your card?
8751,Good Morning and thanks for reaching out. Bus Supervisors are aware of this and an official is enroute to assist.
8752,Hello David and thanks for reaching out. Can you please tell us exactly where you parked? Wellington has both a surface lot and a garage.
8753,MBTA #GreenLine E Branch Update: Regularly scheduled service has resumed.
8754,MBTA #GreenLine E Branch Update: Delays of up to 10 minutes in both directions due to an earlier disabled train.
8755,MBTA #GreenLine E Branch: Delays of up to 15 minutes in both directions due to an earlier disabled train near North Station.
8756,Hello and thanks for reaching out. Red Line Supervisors are having an official check the station and restart the escalators.
8757,#MBTA #GreenLine E Branch Update: Regularly scheduled service has resumed.
8758,Thank you. We will pass this on to Red Line Supervisors.
8759,Thanks for the additional information. Was the woman exiting on the southbound platform or boarding on the northbound platform?
8760,Hello and thanks for reaching out. Can you please tell us the station where this happened and when?
8761,"Good Morning, The last train left Alewife at 8:36 AM. The next train is entering the station now."
8762,Good Morning James. Bus Supervisors have 25 minute traffic delays posted on Route 106.
8763,#MBTA #GreenLine E Branch: Delays of up to 10 minutes westbound due to a train with a mechanical problem near Science Park.
8764,Thanks for this Collin. There is a new train operating on the Orange Line southbound approaching Haymarket. The weekend work is necessary to keep the tracks in a state of good repair. You can read more about what we're doing here: http://mbta.com/OrangeLineWork
8765,"From small-scale changes to our existing bus services to large-scale infrastructure overhauls, we want you to submit your ideas for how to redesign our bus network. Submit your proposal by October 4 to be considered for a test run: http://mbta.com/DemonstrationProjects #BuildingABetterT"
8766,Understood. We will pass this on to Bus Supervisors.
8767,Good Morning Collin. Can you tell us more about this?
8768,Thanks for the additional information. Can you tell us when this happened?
8769,#MBTA #OrangeLine: Bus shuttles replace trains between Wellington and Oak Grove from 8:15 PM to close Monday - Thursday this week through December. Allow for extra travel time. More: http://mbta.com/OLwork
8770,#MBTA #GreenLine - D Branch: Bus shuttles replace trains between Kenmore and Newton Highlands Monday and Thursday this week from 8:45 PM to close. Allow for extra travel time. More: http://mbta.com/GLDwork
8771,Hello and thanks for reaching out. Can you please tell us where the operator was reporting traffic?
8772,Good Morning Sara and thanks for reaching out. We will pass your compliments on to Bus Supervisors.
8773,Good Morning Matthew. We see your train is currently at Tufts. Did the doors not open at Chinatown?
8774,It's intended to allow for extra capacity and a place for passengers with larger items or strollers - they have a place to go without blocking aisles or doors.
8775,Hi there - bus shuttles replace service between Sullivan and Haymarket and passengers are advised to used Green Line service between Haymarket and Tufts. Here's a link that includes a diversion graphic - scroll to the bottom: http://mbta.com/olwork
8776,Are you referring to the flip-up ones on new Orange Line cars?
8777,#MBTA #GreenLine - Park Street: Please board all westbound trains on Track 1 (wall track) from 9:00 PM until end of service on Sundays - Thursdays through September 26. This allows for wayfinding and station brightening work. Learn more at http://mbta.com/BuildingABetterT
8778,"Not sure of there was a route change, but we're forwarding this to supervisors to find out. We do see the next 11 to Bayview arriving Bedford & Chauncy in <12 minutes."
8779,"Hi, Joe. We're tagging our Commuter Rail partners @MBTA_CR to assist with this."
8780,Sorry to hear about this and thank you for making us aware. We're going make supervisors aware of this to ensure it does not happen again.
8781,Hi there - the next Braintree-bound train at South Station is at Park Street and will arrive in about 3 minutes
8782,At which station are you waiting a Forest Hills-bound train?
8783,"Not too sure about that, but apologies for this. Please contact our Customer Service team at 617-222-3200 or visit the CharlieCard Store at Downtown Crossing for further assistance."
8784,Sorry about this. We're going to forward your message to bus supervisors so they can address this.
8785,Sorry about that. A fellow passenger notified the same thing moments ago - we have notified the RL and are going to have the AC reset.
8786,"Sorry about this, Jill. We're notifying the RL now."
8787,"Sorry about this, Katie. We've sent your message off to bus supervisors to address."
8788,"As of September, the Green Line Intersection Upgrades project has completed: ‰Û¢ 18 out of 30 intersection renovations ‰Û¢ ~4,400 feet of track replacement In other words, we're right on track. Visit http://mbta.com/GLintersections for the latest update. #BuildingABetterT"
